ID;Monat_Jahr;Abfallfraktion;Unterkategorie;Entsorgungsart;Abfuhrgebiet;Annahmestelle;Deponie Anlieferung;Gewicht in kg;Gewicht in t
3307;2017-08;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;16.0;0.016
3315;2018-04;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;13.0;0.013
3320;2018-09;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
3324;2019-01;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;13.0;0.013
3326;2019-03;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;14.0;0.014
3329;2019-06;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;25.0;0.025
3332;2019-09;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;13.0;0.013
3337;2020-02;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
3340;2020-05;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
3342;2020-07;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
3348;2021-01;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;53.0;0.053
3350;2021-03;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;19.0;0.019
3361;2015-02;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;34.0;0.034
3363;2015-04;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;63.0;0.063
3365;2015-06;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3367;2015-08;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
3368;2015-09;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
3371;2015-12;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;39.0;0.039
3375;2016-04;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;6.0;0.006
3376;2016-05;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
3382;2016-11;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3393;2017-10;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3394;2017-11;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;25.0;0.025
3408;2019-01;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;39.0;0.039
3410;2019-03;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3424;2020-05;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
3431;2020-12;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3435;2021-04;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;33.0;0.033
3443;2021-12;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;18.0;0.018
3456;2016-01;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
3459;2016-04;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;45.0;0.045
3463;2016-08;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3464;2016-09;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;23.0;0.023
3469;2017-02;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;38.0;0.038
3477;2017-10;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;25.0;0.025
3489;2018-10;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;49.0;0.049
3490;2018-11;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;25.0;0.025
3536;2015-09;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
3540;2016-01;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3551;2016-12;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;18.0;0.018
3555;2017-04;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;60.0;0.06
3562;2017-11;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
3574;2018-11;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3580;2019-05;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
3594;2020-07;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3600;2021-01;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;44.0;0.044
3617;2015-06;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3621;2015-10;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
3647;2017-12;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
3649;2018-02;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3661;2019-02;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3668;2019-09;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
3684;2021-01;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;30.0;0.03
3688;2021-05;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
3697;2015-02;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3705;2015-10;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
3717;2016-10;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
3726;2017-07;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
3750;2019-07;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3751;2019-08;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
3755;2019-12;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
3759;2020-04;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3769;2021-02;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
3794;2016-03;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
3798;2016-07;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
3810;2017-07;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
3816;2018-01;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;6.0;0.006
3829;2019-02;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;42.0;0.042
3833;2019-06;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;37.0;0.037
3834;2019-07;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3840;2020-01;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
3845;2020-06;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;47.0;0.047
3850;2020-11;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;86.0;0.086
3852;2021-01;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;14.0;0.014
3856;2021-05;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
3879;2016-04;Altöl;;Annahmestelle;;Sammelstellen;;912.0;0.912
3882;2016-07;Altöl;;Annahmestelle;;Sammelstellen;;1148.0;1.148
3895;2017-08;Altöl;;Annahmestelle;;Sammelstellen;;1269.0;1.269
3913;2019-02;Altöl;;Annahmestelle;;Sammelstellen;;461.0;0.461
3923;2019-12;Altöl;;Annahmestelle;;Sammelstellen;;903.0;0.903
3925;2020-02;Altöl;;Annahmestelle;;Sammelstellen;;871.0;0.871
3927;2020-04;Altöl;;Annahmestelle;;Sammelstellen;;1206.0;1.206
3931;2020-08;Altöl;;Annahmestelle;;Sammelstellen;;629.0;0.629
3955;2022-01;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
3959;2022-01;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;27.0;0.027
3961;2022-01;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;25.0;0.025
3962;2022-02;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;483.0;0.483
3969;2022-02;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
3977;2022-01;Dosen;;Annahmestelle;;Sammelstellen;;13880.0;13.88
3983;2022-01;Karton;;Strassensammlung;;;;4520.0;4.52
4014;2022-01;Papier;;Strassensammlung;;;;4640.0;4.64
4015;2022-01;Karton;;Strassensammlung;;;;4800.0;4.8
4021;2022-01;Karton;;Annahmestelle;;RE Ost;;3180.0;3.18
4035;2022-01;Papier;;Annahmestelle;;RE West;;3310.0;3.31
4040;2022-01;Karton;;Annahmestelle;;RE West;;1310.0;1.31
4053;2022-01;Papier;;Annahmestelle;;RE West;;3140.0;3.14
4054;2022-01;Karton;;Annahmestelle;;RE West;;1250.0;1.25
4057;2022-01;Karton;;Annahmestelle;;RE West;;1210.0;1.21
4063;2022-01;Karton;;Annahmestelle;;RE West;;1350.0;1.35
4069;2022-02;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;250.0;0.25
4075;2022-02;Papier;;Strassensammlung;;;;7290.0;7.29
4078;2022-02;Karton;;Strassensammlung;;;;2170.0;2.17
4079;2022-02;Papier;;Strassensammlung;;;;6420.0;6.42
4081;2022-02;Karton;;Strassensammlung;;;;4040.0;4.04
4085;2022-02;Karton;;Strassensammlung;;;;1700.0;1.7
4088;2022-02;Papier;;Strassensammlung;;;;9310.0;9.31
4100;2022-02;Papier;;Strassensammlung;;;;8350.0;8.35
4105;2022-02;Karton;;Strassensammlung;;;;3350.0;3.35
4110;2022-02;Karton;;Annahmestelle;;RE Ost;;3710.0;3.71
4112;2022-02;Papier;;Annahmestelle;;RE Ost;;11040.0;11.04
4115;2022-02;Papier;;Annahmestelle;;RE Ost;;9390.0;9.39
4118;2022-02;Karton;;Annahmestelle;;RE Ost;;3660.0;3.66
4123;2022-02;Papier;;Annahmestelle;;RE West;;3830.0;3.83
4138;2022-02;Papier;;Annahmestelle;;RE West;;3130.0;3.13
4145;2022-02;Karton;;Annahmestelle;;RE West;;1130.0;1.13
4149;2022-03;Kehricht;;;;;;1354260.0;1354.26
4157;2022-03;Altmetall;;Annahmestelle;;Werkhof Waldau;;3780.0;3.78
4159;2022-03;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;382.0;0.382
4161;2022-03;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;30.0;0.03
4166;2022-03;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;69.0;0.069
4169;2022-03;Papier;;Strassensammlung;;;;6560.0;6.56
4177;2022-03;Papier;;Strassensammlung;;;;3100.0;3.1
4180;2022-03;Karton;;Strassensammlung;;;;4410.0;4.41
4194;2022-03;Karton;;Strassensammlung;;;;4760.0;4.76
4197;2022-03;Karton;;Strassensammlung;;;;2830.0;2.83
4213;2022-03;Karton;;Annahmestelle;;RE Ost;;4130.0;4.13
4218;2022-03;Karton;;Annahmestelle;;RE Ost;;4190.0;4.19
4220;2022-03;Papier;;Annahmestelle;;RE Ost;;11910.0;11.91
4223;2022-03;Karton;;Annahmestelle;;RE Ost;;3300.0;3.3
4225;2022-03;Papier;;Annahmestelle;;RE West;;2840.0;2.84
4228;2022-03;Papier;;Annahmestelle;;RE West;;3090.0;3.09
4234;2022-03;Karton;;Annahmestelle;;RE West;;1170.0;1.17
4242;2022-03;Papier;;Annahmestelle;;RE West;;3040.0;3.04
4262;2022-04;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;138.0;0.138
4263;2022-04;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;240.0;0.24
4272;2022-04;Karton;;Strassensammlung;;;;3120.0;3.12
4277;2022-04;Karton;;Strassensammlung;;;;1200.0;1.2
4282;2022-04;Papier;;Strassensammlung;;;;7020.0;7.02
4284;2022-04;Karton;;Strassensammlung;;;;3670.0;3.67
4287;2022-04;Papier;;Strassensammlung;;;;7010.0;7.01
4288;2022-04;Papier;;Strassensammlung;;;;9330.0;9.33
4302;2022-04;Karton;;Annahmestelle;;RE Ost;;3070.0;3.07
4309;2022-04;Karton;;Annahmestelle;;RE Ost;;4050.0;4.05
4311;2022-04;Karton;;Annahmestelle;;RE Ost;;2050.0;2.05
4319;2022-04;Karton;;Annahmestelle;;RE West;;1620.0;1.62
4322;2022-04;Papier;;Annahmestelle;;RE West;;4590.0;4.59
4323;2022-04;Karton;;Annahmestelle;;RE West;;1580.0;1.58
4330;2022-04;Karton;;Annahmestelle;;RE West;;1780.0;1.78
4338;2022-04;Karton;;Annahmestelle;;RE West;;1490.0;1.49
4340;2022-04;Papier;;Annahmestelle;;RE West;;3590.0;3.59
4351;2022-04;Altmetall;;Strassensammlung;;;;1140.0;1.14
4357;2022-04;Altmetall;;Strassensammlung;;;;1170.0;1.17
4360;2022-04;Altmetall;;Strassensammlung;;;;1270.0;1.27
4369;2022-04;Altmetall;;Strassensammlung;;;;1100.0;1.1
4371;2022-04;Altmetall;;Strassensammlung;;;;1420.0;1.42
4373;2022-04;Altmetall;;Strassensammlung;;;;450.0;0.45
4376;2022-04;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
4382;2022-04;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;49.0;0.049
4388;2022-05;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;1720.0;1.72
4402;2022-05;Papier;;Strassensammlung;;;;7470.0;7.47
4403;2022-05;Papier;;Strassensammlung;;;;3900.0;3.9
4407;2022-05;Karton;;Strassensammlung;;;;4360.0;4.36
4412;2022-05;Karton;;Strassensammlung;;;;4560.0;4.56
4421;2022-05;Papier;;Strassensammlung;;;;8950.0;8.95
4422;2022-05;Karton;;Strassensammlung;;;;4060.0;4.06
4425;2022-05;Karton;;Strassensammlung;;;;2880.0;2.88
4429;2022-05;Papier;;Strassensammlung;;;;4490.0;4.49
4432;2022-05;Karton;;Annahmestelle;;RE Ost;;4360.0;4.36
4433;2022-05;Papier;;Annahmestelle;;RE Ost;;11400.0;11.4
4436;2022-05;Karton;;Annahmestelle;;RE Ost;;5450.0;5.45
4437;2022-05;Karton;;Annahmestelle;;RE Ost;;2650.0;2.65
4438;2022-05;Papier;;Annahmestelle;;RE Ost;;10380.0;10.38
4442;2022-05;Karton;;Annahmestelle;;RE Ost;;3030.0;3.03
4448;2022-05;Karton;;Annahmestelle;;RE West;;1630.0;1.63
4450;2022-05;Karton;;Annahmestelle;;RE West;;1770.0;1.77
4451;2022-05;Karton;;Annahmestelle;;RE West;;1190.0;1.19
4452;2022-05;Papier;;Annahmestelle;;RE West;;4530.0;4.53
4480;2022-05;Glas;Braunglas;Annahmestelle;;Sammelstellen;;47740.0;47.74
4482;2022-06;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;410.0;0.41
4486;2022-06;Grüngut;;Strassensammlung;;;;228170.0;228.17
4493;2022-06;Karton;;Strassensammlung;;;;2890.0;2.89
4495;2022-06;Karton;;Strassensammlung;;;;2890.0;2.89
4497;2022-06;Papier;;Strassensammlung;;;;5830.0;5.83
4500;2022-06;Karton;;Strassensammlung;;;;1200.0;1.2
4501;2022-06;Papier;;Strassensammlung;;;;7360.0;7.36
4512;2022-06;Karton;;Strassensammlung;;;;1130.0;1.13
4523;2022-06;Papier;;Strassensammlung;;;;6790.0;6.79
4524;2022-06;Papier;;Strassensammlung;;;;3720.0;3.72
4528;2022-06;Karton;;Annahmestelle;;RE Ost;;2800.0;2.8
4532;2022-06;Karton;;Annahmestelle;;RE Ost;;4610.0;4.61
4538;2022-06;Karton;;Annahmestelle;;RE Ost;;4740.0;4.74
4539;2022-06;Karton;;Annahmestelle;;RE Ost;;5960.0;5.96
4545;2022-06;Papier;;Annahmestelle;;RE Ost;;4170.0;4.17
4546;2022-06;Karton;;Annahmestelle;;RE West;;1420.0;1.42
4556;2022-06;Karton;;Annahmestelle;;RE West;;1360.0;1.36
4558;2022-06;Karton;;Annahmestelle;;RE West;;1410.0;1.41
4559;2022-06;Karton;;Annahmestelle;;RE West;;1090.0;1.09
4567;2022-06;Karton;;Annahmestelle;;RE West;;1070.0;1.07
4574;2022-06;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
4575;2022-06;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;38.0;0.038
4580;2022-06;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;55.0;0.055
4587;2022-03;Altöl;;Annahmestelle;;Sammelstellen;;1172.0;1.172
4592;2022-07;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;210.0;0.21
4593;2022-07;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;220.0;0.22
4615;2022-07;Karton;;Strassensammlung;;;;4140.0;4.14
4617;2022-07;Papier;;Strassensammlung;;;;6290.0;6.29
4618;2022-07;Karton;;Strassensammlung;;;;3750.0;3.75
4624;2022-07;Karton;;Strassensammlung;;;;2700.0;2.7
4625;2022-07;Papier;;Strassensammlung;;;;6620.0;6.62
4630;2022-07;Karton;;Strassensammlung;;;;6040.0;6.04
4632;2022-07;Papier;;Strassensammlung;;;;6390.0;6.39
4634;2022-07;Karton;;Strassensammlung;;;;3240.0;3.24
4637;2022-07;Karton;;Annahmestelle;;RE Ost;;2920.0;2.92
4646;2022-07;Karton;;Annahmestelle;;RE Ost;;3070.0;3.07
4647;2022-07;Karton;;Annahmestelle;;RE Ost;;4200.0;4.2
4659;2022-07;Altmetall;;Annahmestelle;;Werkhof Waldau;;4960.0;4.96
4663;2022-07;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
4667;2022-08;Kehricht;;;;;;1236740.0;1236.74
4671;2022-08;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;140.0;0.14
4672;2022-08;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;180.0;0.18
4673;2022-08;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;131.0;0.131
4679;2022-08;Karton;;Strassensammlung;;;;3090.0;3.09
4680;2022-08;Papier;;Strassensammlung;;;;6370.0;6.37
4681;2022-08;Papier;;Strassensammlung;;;;2810.0;2.81
4682;2022-08;Karton;;Strassensammlung;;;;3220.0;3.22
4684;2022-08;Karton;;Strassensammlung;;;;3770.0;3.77
4686;2022-08;Papier;;Strassensammlung;;;;7050.0;7.05
4708;2022-08;Papier;;Strassensammlung;;;;7160.0;7.16
4710;2022-08;Papier;;Strassensammlung;;;;7070.0;7.07
4712;2022-08;Karton;;Strassensammlung;;;;5500.0;5.5
4731;2022-08;Karton;;Annahmestelle;;RE Ost;;1840.0;1.84
4734;2022-08;Karton;;Annahmestelle;;RE Ost;;4570.0;4.57
4735;2022-08;Karton;;Annahmestelle;;RE Ost;;2960.0;2.96
4736;2022-08;Karton;;Annahmestelle;;RE West;;2460.0;2.46
4739;2022-08;Papier;;Annahmestelle;;RE West;;7890.0;7.89
4741;2022-08;Karton;;Annahmestelle;;RE West;;3160.0;3.16
4746;2022-08;Dosen;;Annahmestelle;;Sammelstellen;;12040.0;12.04
4747;2022-08;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;287.0;0.287
4750;2022-08;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;11.0;0.011
4763;2022-09;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
4770;2022-09;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;33.0;0.033
4772;2022-09;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;300.0;0.3
4799;2022-09;Karton;;Strassensammlung;;;;3100.0;3.1
4804;2022-09;Karton;;Strassensammlung;;;;3990.0;3.99
4808;2022-09;Karton;;Strassensammlung;;;;7190.0;7.19
4817;2022-09;Karton;;Annahmestelle;;RE Ost;;2940.0;2.94
4818;2022-09;Karton;;Annahmestelle;;RE Ost;;3490.0;3.49
4822;2022-09;Papier;;Annahmestelle;;RE Ost;;11300.0;11.3
4828;2022-09;Karton;;Annahmestelle;;RE West;;4370.0;4.37
4841;2022-09;Altmetall;;Strassensammlung;;;;1110.0;1.11
4843;2022-09;Altmetall;;Strassensammlung;;;;70.0;0.07
4846;2022-09;Altmetall;;Strassensammlung;;;;550.0;0.55
4848;2022-09;Altmetall;;Strassensammlung;;;;1300.0;1.3
4852;2022-09;Altmetall;;Strassensammlung;;;;1120.0;1.12
4857;2022-09;Altmetall;;Strassensammlung;;;;700.0;0.7
4860;2022-10;Grüngut;;Strassensammlung;;;;194290.0;194.29
4864;2022-10;Glas;Braunglas;Annahmestelle;;Sammelstellen;;35060.0;35.06
4869;2022-10;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;305.0;0.305
4871;2022-10;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
4890;2022-10;Karton;;Strassensammlung;;;;3490.0;3.49
4897;2022-10;Karton;;Strassensammlung;;;;4170.0;4.17
4900;2022-10;Papier;;Strassensammlung;;;;7620.0;7.62
4901;2022-10;Karton;;Strassensammlung;;;;3600.0;3.6
4910;2022-10;Karton;;Annahmestelle;;RE Ost;;4540.0;4.54
4913;2022-10;Karton;;Annahmestelle;;RE Ost;;4720.0;4.72
4914;2022-10;Papier;;Annahmestelle;;RE Ost;;12130.0;12.13
4917;2022-10;Karton;;Annahmestelle;;RE Ost;;1810.0;1.81
4918;2022-10;Karton;;Annahmestelle;;RE Ost;;4960.0;4.96
4922;2022-10;Papier;;Annahmestelle;;RE West;;6880.0;6.88
4939;2022-11;Glas;Weissglas;Annahmestelle;;Sammelstellen;;65700.0;65.7
4942;2022-11;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;210.0;0.21
4943;2022-11;Altmetall;;Annahmestelle;;Werkhof Waldau;;5960.0;5.96
4947;2022-11;Karton;;Strassensammlung;;;;4000.0;4.0
4955;2022-11;Karton;;Strassensammlung;;;;1500.0;1.5
4967;2022-11;Karton;;Strassensammlung;;;;4660.0;4.66
4978;2022-11;Karton;;Strassensammlung;;;;5750.0;5.75
4982;2022-11;Karton;;Strassensammlung;;;;6050.0;6.05
4985;2022-11;Karton;;Annahmestelle;;RE Ost;;4130.0;4.13
4996;2022-11;Karton;;Annahmestelle;;RE Ost;;4170.0;4.17
4999;2022-11;Karton;;Annahmestelle;;RE West;;2640.0;2.64
5004;2022-11;Papier;;Annahmestelle;;RE West;;8480.0;8.48
5006;2022-11;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;498.0;0.498
5019;2022-12;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;260.0;0.26
5022;2022-12;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;540.0;0.54
5026;2022-12;Altmetall;;Annahmestelle;;Werkhof Waldau;;4370.0;4.37
5036;2022-12;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
5037;2022-12;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;18.0;0.018
5039;2022-12;Papier;;Strassensammlung;;;;8640.0;8.64
5045;2022-12;Karton;;Strassensammlung;;;;4160.0;4.16
5053;2022-12;Papier;;Strassensammlung;;;;8730.0;8.73
5057;2022-12;Papier;;Strassensammlung;;;;8320.0;8.32
5063;2022-12;Karton;;Strassensammlung;;;;2740.0;2.74
5065;2022-12;Karton;;Strassensammlung;;;;5070.0;5.07
5070;2022-12;Karton;;Strassensammlung;;;;5990.0;5.99
5073;2022-12;Papier;;Strassensammlung;;;;4920.0;4.92
5078;2022-12;Karton;;Annahmestelle;;RE Ost;;3200.0;3.2
5084;2022-12;Karton;;Annahmestelle;;RE Ost;;4060.0;4.06
5086;2022-12;Papier;;Annahmestelle;;RE Ost;;9830.0;9.83
5094;2022-12;Karton;;Annahmestelle;;RE Ost;;3350.0;3.35
5095;2022-12;Karton;;Annahmestelle;;RE Ost;;2690.0;2.69
5104;2022-12;Karton;;Annahmestelle;;RE West;;4470.0;4.47
5108;2022-12;Papier;;Annahmestelle;;RE West;;7020.0;7.02
5115;2022-10;Altmetall;;Annahmestelle;;RE West;;6625.0;6.625
5123;2023-01;Grüngut;;Strassensammlung;;;;117280.0;117.28
5128;2023-01;Dosen;;Annahmestelle;;Sammelstellen;;15970.0;15.97
5130;2023-01;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;390.0;0.39
5134;2023-01;Papier;;Strassensammlung;;;;6860.0;6.86
5146;2023-01;Karton;;Strassensammlung;;;;5350.0;5.35
5154;2023-01;Papier;;Strassensammlung;;;;5380.0;5.38
5157;2023-01;Papier;;Strassensammlung;;;;8410.0;8.41
5158;2023-01;Karton;;Strassensammlung;;;;3480.0;3.48
5159;2023-01;Papier;;Strassensammlung;;;;6770.0;6.77
5161;2023-01;Papier;;Strassensammlung;;;;7580.0;7.58
5164;2023-01;Karton;;Strassensammlung;;;;5810.0;5.81
5165;2023-01;Karton;;Strassensammlung;;;;4250.0;4.25
5172;2023-01;Karton;;Annahmestelle;;RE Ost;;3670.0;3.67
5178;2023-01;Karton;;Annahmestelle;;RE Ost;;2930.0;2.93
5180;2023-01;Karton;;Annahmestelle;;RE Ost;;3490.0;3.49
5187;2023-01;Karton;;Annahmestelle;;RE Ost;;3460.0;3.46
5192;2023-01;Karton;;Annahmestelle;;RE West;;2730.0;2.73
5203;2023-02;Glas;Grünglas;Annahmestelle;;Sammelstellen;;84470.0;84.47
5204;2023-02;Glas;Weissglas;Annahmestelle;;Sammelstellen;;68050.0;68.05
5205;2023-02;Glas;Braunglas;Annahmestelle;;Sammelstellen;;28210.0;28.21
5220;2023-02;Karton;;Strassensammlung;;;;4040.0;4.04
5221;2023-02;Papier;;Strassensammlung;;;;10520.0;10.52
5223;2023-02;Papier;;Strassensammlung;;;;6460.0;6.46
5225;2023-02;Karton;;Strassensammlung;;;;4340.0;4.34
5229;2023-02;Papier;;Strassensammlung;;;;7310.0;7.31
5244;2023-02;Karton;;Annahmestelle;;RE Ost;;2740.0;2.74
5250;2023-02;Karton;;Annahmestelle;;RE Ost;;4140.0;4.14
5252;2023-02;Karton;;Annahmestelle;;RE Ost;;4220.0;4.22
5261;2023-02;Karton;;Annahmestelle;;RE West;;2620.0;2.62
5262;2023-02;Karton;;Annahmestelle;;RE West;;4060.0;4.06
